Benchmark Name,Iteration 1,Iteration 2,Iteration 3,Iteration 4,Iteration 5,Iteration 6,Iteration 7,Iteration 8,Iteration 9,Iteration 10,Iteration 11,Iteration 12,Iteration 13,Iteration 14,Iteration 15,Iteration 16,Iteration 17,Iteration 18,Iteration 19,Iteration 20,Iteration 21,Iteration 22,Iteration 23,Iteration 24,Iteration 25,Iteration 26,Iteration 27,Iteration 28,Iteration 29,Iteration 30
io.reactivex.rxjava3.internal.operators.flowable.FlowableConcatTest._Benchmark.benchmark_concatMapJustJust$ ===,10055654.87,10110826.732,10130143.228,10254704.027,10122145.164,10306108.365,10310167.763,10005794.237,10091871.475,10154858.416,10077920.242,10211611.221,10042784.203,10149996.864,10193265.892,10036397.908,10225234.72,10148738.443,9973639.699,10065232.148,10181431.183,9949703.77,10044554.519,10317329.575,9963050.184,10119202.932,10316551.654,10029171.002,10256896.29,10143833.435
io.reactivex.rxjava3.internal.operators.flowable.FlowableConcatTest._Benchmark.benchmark_ignoreBackpressure$ ===,671763.735,674228.354,669287.191,672640.241,669960.042,669933.575,674830.281,667650.906,668880.074,673280.587,675333.321,673564.682,675203.277,676178.687,673900.029,677534.868,670598.465,678615.367,675782.654,670357.16,674536.795,670570.52,675249.462,666928.812,673043.768,671450.762,672535.71,676129.174,673514.179,675674.81
io.reactivex.rxjava3.internal.operators.observable.ObservableSwitchTest._Benchmark.benchmark_mainCompleteWhileInnerActive$ ===,869579.195,877329.983,871761.134,864305.479,874858.524,872210.855,872966.696,875182.784,872287.355,874988.794,875435.498,866466.447,867369.072,873530.621,867212.604,870565.386,874435.868,874872.182,871862.917,875242.777,867353.468,869694.009,869295.918,871617.668,866864.103,871463.913,867923.482,873971.568,874489.712,866027.692
io.reactivex.rxjava3.internal.operators.maybe.MaybeIsEmptyTest._Benchmark.benchmark_error$ ===,1045118.417,1042874.664,1042032.613,1043438.927,1042551.506,1042476.84,1041351.721,1044304.317,1039904.631,1046011.763,1043068.234,1035763.442,1044928.056,1043976.195,1034560.932,1045895.146,1044058.871,1041788.506,1042553.954,1041018.922,1037778.295,1046328.912,1043099.849,1043459.966,1044181.075,1047633.34,1041461.562,1038687.037,1043636.969,1039852.751
io.reactivex.rxjava3.internal.operators.flowable.FlowableFlatMapCompletableTest._Benchmark.benchmark_badSourceFlowable$ ===,315559.559,314803.566,314984.919,314015.303,315976.87,315200.663,316053.394,315640.299,315519.973,315177.183,315134.052,314952.08,315316.194,315182.03,314114.75,315106.192,314032.698,313767.998,314629.322,315087.229,315146.355,314199.553,314765.313,316094.55,315069.408,314250.837,314695.443,314306.997,315195.412,313937.792
io.reactivex.rxjava3.internal.operators.mixed.ObservableConcatMapMaybeTest._Benchmark.benchmark_basicNonFused$ ===,1435702.427,1406453.92,1406470.642,1420636.394,1410230.891,1441048.053,1410831.482,1393913.559,1417160.884,1432129.329,1417953.467,1412549.435,1453220.622,1444155.621,1445751.42,1430047.602,1397671.375,1413797.989,1451722.16,1423792.108,1418199.352,1438445.17,1399463.165,1419839.454,1423689.462,1399171.005,1433215.538,1412254.888,1416784.178,1433427.947
io.reactivex.rxjava3.internal.operators.observable.ObservableCollectTest._Benchmark.benchmark_collectIntoObservable$ ===,3296438.534,3303060.724,3303480.096,3314238.65,3309357.819,3302879.632,3307758.425,3314749.818,3268939.619,3306287.492,3310092.354,3303222.982,3300239.064,3304291.797,3258671.795,3313383.71,3305710.754,3309460.661,3286088.061,3321085.319,3308075.449,3309393.386,3301835.419,3302842.221,3304039.716,3294408.778,3294557.157,3311244.896,3303513.074,3309087.946
io.reactivex.rxjava3.internal.operators.maybe.MaybeConcatMapCompletableTest._Benchmark.benchmark_mapperReturnsNull$ ===,901926.517,901326.68,901535.743,903231.32,901737.945,901419.096,901143.098,904998.214,903353.225,899873.611,902418.816,901963.028,896877.9,901416.553,900597.073,900620.918,898125.556,900845.007,902000.788,900328.512,899564.765,901505.51,896317.307,899444.384,900250.634,901066.023,902088.752,898823.9,900567.688,899258.262
io.reactivex.rxjava3.internal.jdk8.FlowableMapOptionalTest._Benchmark.benchmark_boundaryFusedAllConditiona$ ===,1964966.746,1966278.128,1948299.108,1943287.794,1958971.742,1945630.03,1962762.778,1972290.474,1944935.023,1941518.856,1939154.847,1940211.44,1936443.265,1952389.732,1915730.448,1955623.141,1939202.606,1977554.723,1988717.328,1986355.532,1951766.181,1966897.894,1934706.748,1986670.605,1957770.348,1957838.678,1984826.487,1956075.539,1969869.342,1960666.007
io.reactivex.rxjava3.internal.jdk8.ObservableStageSubscriberOrDefaultTest._Benchmark.benchmark_singleCompletableManualCompleteExceptionallyCancels$ ===,535708.692,536120.625,537111.161,534822.787,532783.787,534381.775,533709.548,533391.694,532920.098,534877.935,531976.352,534693.29,533400.27,532309.615,534627.245,532396.5,532730.827,535804.713,533581.211,533965.686,532562.547,533452.767,534623.143,534362.853,532809.258,534480.427,534054.468,534318.481,533884.3,532643.594
